id,web_id,longitude,latitude,location,complete_response
29,1616,13.36754,52.45983,"Alboinpl. 17, 12105 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '17', 'short_name': '17', 'types': ['street_number']}, {'long_name': 'Alboinplatz', 'short_name': 'Alboinpl.', 'types': ['route']}, {'long_name': 'Bezirk Tempelhof-Schöneberg', 'short_name': 'Bezirk Tempelhof-Schöneberg', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12105', 'short_name': '12105', 'types': ['postal_code']}], 'formatted_address': 'Alboinpl. 17, 12105 Berlin, Germany', 'geometry': {'location': {'lat': 52.45983, 'lng': 13.36754}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.46117898029149, 'lng': 13.3688889802915}, 'southwest': {'lat': 52.45848101970849, 'lng': 13.3661910197085}}}, 'place_id': 'ChIJBSD65alaqEcRJih8OWtXP1o', 'plus_code': {'compound_code': 'F959+W2 Berlin, Germany', 'global_code': '9F4MF959+W2'}, 'types': ['street_address']}]"
33,1481,13.3250295,52.4557814,"Albrechtstraße 123, 12165 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '123', 'short_name': '123', 'types': ['street_number']}, {'long_name': 'Albrechtstraße', 'short_name': 'Albrechtstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12165', 'short_name': '12165', 'types': ['postal_code']}], 'formatted_address': 'Albrechtstraße 123, 12165 Berlin, Germany', 'geometry': {'location': {'lat': 52.4557814, 'lng': 13.3250295}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4571303802915, 'lng': 13.3263784802915}, 'southwest': {'lat': 52.4544324197085, 'lng': 13.3236805197085}}}, 'place_id': 'ChIJC5rHDIVaqEcRNlMFwxnujj8', 'plus_code': {'compound_code': 'F84G+82 Berlin, Germany', 'global_code': '9F4MF84G+82'}, 'types': ['street_address']}]"
35,1442,13.322974,52.45639329999999,"Albrechtstraße 136, 12165 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '136', 'short_name': '136', 'types': ['street_number']}, {'long_name': 'Albrechtstraße', 'short_name': 'Albrechtstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12165', 'short_name': '12165', 'types': ['postal_code']}], 'formatted_address': 'Albrechtstraße 136, 12165 Berlin, Germany', 'geometry': {'location': {'lat': 52.45639329999999, 'lng': 13.322974}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 52.45774228029149, 'lng': 13.3243229802915}, 'southwest': {'lat': 52.45504431970849, 'lng': 13.3216250197085}}}, 'place_id': 'EipBbGJyZWNodHN0cmHDn2UgMTM2LCAxMjE2NSBCZXJsaW4sIEdlcm1hbnkiGxIZChQKEglxaTq_hVqoRxH6VfIaZpBthxCIAQ', 'types': ['street_address']}]"
44,1470,13.34422,52.44623,"Albrechtstraße 65, 12167 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '65', 'short_name': '65', 'types': ['street_number']}, {'long_name': 'Albrechtstraße', 'short_name': 'Albrechtstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12167', 'short_name': '12167', 'types': ['postal_code']}], 'formatted_address': 'Albrechtstraße 65, 12167 Berlin, Germany', 'geometry': {'location': {'lat': 52.44623, 'lng': 13.34422}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4475789802915, 'lng': 13.3455689802915}, 'southwest': {'lat': 52.4448810197085, 'lng': 13.3428710197085}}}, 'place_id': 'ChIJ3QZ6mr5aqEcRAM8cUsTEpOY', 'plus_code': {'compound_code': 'C8WV+FM Berlin, Germany', 'global_code': '9F4MC8WV+FM'}, 'types': ['street_address']}]"
46,828,13.3408843,52.4479669,"Albrechtstraße 76, 12167 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '76', 'short_name': '76', 'types': ['street_number']}, {'long_name': 'Albrechtstraße', 'short_name': 'Albrechtstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12167', 'short_name': '12167', 'types': ['postal_code']}], 'formatted_address': 'Albrechtstraße 76, 12167 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.4480655, 'lng': 13.3410636}, 'southwest': {'lat': 52.4478567, 'lng': 13.3407127}}, 'location': {'lat': 52.4479669, 'lng': 13.3408843}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4493100802915, 'lng': 13.3422371302915}, 'southwest': {'lat': 52.4466121197085, 'lng': 13.3395391697085}}}, 'place_id': 'ChIJhz8B8L1aqEcRlpdF7hfiHuU', 'types': ['premise']}]"
47,1455,13.33947,52.44869,"Albrechtstraße 79, 12167 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '79', 'short_name': '79', 'types': ['street_number']}, {'long_name': 'Albrechtstraße', 'short_name': 'Albrechtstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12167', 'short_name': '12167', 'types': ['postal_code']}], 'formatted_address': 'Albrechtstraße 79, 12167 Berlin, Germany', 'geometry': {'location': {'lat': 52.44869, 'lng': 13.33947}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4500389802915, 'lng': 13.3408189802915}, 'southwest': {'lat': 52.4473410197085, 'lng': 13.3381210197085}}}, 'partial_match': True, 'place_id': 'ChIJz_VAGJZaqEcRijYnnMjftTg', 'plus_code': {'compound_code': 'C8XQ+FQ Berlin, Germany', 'global_code': '9F4MC8XQ+FQ'}, 'types': ['street_address']}]"
49,1468,13.3379612,52.4499335,"Albrechtstraße 83, 12167 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '83', 'short_name': '83', 'types': ['street_number']}, {'long_name': 'Albrechtstraße', 'short_name': 'Albrechtstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12167', 'short_name': '12167', 'types': ['postal_code']}], 'formatted_address': 'Albrechtstraße 83, 12167 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.4500491, 'lng': 13.3381362}, 'southwest': {'lat': 52.4498128, 'lng': 13.3377568}}, 'location': {'lat': 52.4499335, 'lng': 13.3379612}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4512799302915, 'lng': 13.3392954802915}, 'southwest': {'lat': 52.44858196970851, 'lng': 13.3365975197085}}}, 'place_id': 'ChIJ68vvUZZaqEcRywUjjS5wHJA', 'types': ['premise']}]"
50,1620,13.3332092,52.4524764,"Albrechtstraße 95, 12167 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '95', 'short_name': '95', 'types': ['street_number']}, {'long_name': 'Albrechtstraße', 'short_name': 'Albrechtstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12167', 'short_name': '12167', 'types': ['postal_code']}], 'formatted_address': 'Albrechtstraße 95, 12167 Berlin, Germany', 'geometry': {'location': {'lat': 52.4524764, 'lng': 13.3332092}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.45382538029151, 'lng': 13.3345581802915}, 'southwest': {'lat': 52.45112741970851, 'lng': 13.3318602197085}}}, 'place_id': 'ChIJVSXAuZBaqEcRcQdAwWMPuXc', 'plus_code': {'compound_code': 'F82M+X7 Berlin, Germany', 'global_code': '9F4MF82M+X7'}, 'types': ['street_address']}]"
52,1388,13.2986244,52.6038913,"Allmendeweg 83, 13509 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '83', 'short_name': '83', 'types': ['street_number']}, {'long_name': 'Allmendeweg', 'short_name': 'Allmendeweg', 'types': ['route']}, {'long_name': 'Bezirk Reinickendorf', 'short_name': 'Bezirk Reinickendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '13509', 'short_name': '13509', 'types': ['postal_code']}], 'formatted_address': 'Allmendeweg 83, 13509 Berlin, Germany', 'geometry': {'location': {'lat': 52.6038913, 'lng': 13.2986244}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.6052402802915, 'lng': 13.2999733802915}, 'southwest': {'lat': 52.6025423197085, 'lng': 13.2972754197085}}}, 'place_id': 'ChIJrcfU9ItUqEcRPuwgILwKsr8', 'plus_code': {'compound_code': 'J73X+HC Berlin, Germany', 'global_code': '9F4MJ73X+HC'}, 'types': ['street_address']}]"
54,1739,13.43998,52.44912,"Alt-Britz 49, 12359 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '49', 'short_name': '49', 'types': ['street_number']}, {'long_name': 'Alt-Britz', 'short_name': 'Alt-Britz', 'types': ['route']}, {'long_name': 'Bezirk Neukölln', 'short_name': 'Bezirk Neukölln', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12359', 'short_name': '12359', 'types': ['postal_code']}], 'formatted_address': 'Alt-Britz 49, 12359 Berlin, Germany', 'geometry': {'location': {'lat': 52.44912, 'lng': 13.43998}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4504689802915, 'lng': 13.4413289802915}, 'southwest': {'lat': 52.4477710197085, 'lng': 13.4386310197085}}}, 'place_id': 'ChIJw7-uKIFFqEcRHRNp4_RRkrw', 'plus_code': {'compound_code': 'CCXQ+JX Berlin, Germany', 'global_code': '9F4MCCXQ+JX'}, 'types': ['street_address']}]"
55,1740,13.43651,52.44591,"Alt-Britz 91, 12359 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '91', 'short_name': '91', 'types': ['street_number']}, {'long_name': 'Alt-Britz', 'short_name': 'Alt-Britz', 'types': ['route']}, {'long_name': 'Bezirk Neukölln', 'short_name': 'Bezirk Neukölln', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12359', 'short_name': '12359', 'types': ['postal_code']}], 'formatted_address': 'Alt-Britz 91, 12359 Berlin, Germany', 'geometry': {'location': {'lat': 52.44591, 'lng': 13.43651}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4472589802915, 'lng': 13.4378589802915}, 'southwest': {'lat': 52.4445610197085, 'lng': 13.4351610197085}}}, 'place_id': 'ChIJi6_Ox4NFqEcRlqNY9nB8QoI', 'plus_code': {'compound_code': 'CCWP+9J Berlin, Germany', 'global_code': '9F4MCCWP+9J'}, 'types': ['street_address']}]"
