web_id,gb__id,gb__web_id,gb__bezirk,gb__plz,gb__ort,gb__strasse,gb__anhang,gb__erstbeobachtung,gb__beschreibung,gb__besonderes,gb__checksum,gb__update_date,gb__new,gb__mauersegler,gb__kontrolle,gb__sperling,gb__ersatz,gb__schwalbe,gb__wichtig,gb__star,gb__sanierung,gb__fledermaus,gb__verloren,gb__andere,gb__noSpecies,gb__is_test,osm__id,osm__web_id,osm__longitude,osm__latitude,osm__location,osm__complete_response,google__id,google__web_id,google__longitude,google__latitude,google__location,google__complete_response
1218,226,1218,,12157,,,,unbekannt,,,4e5ae19df8f4634d47ea5509180a123fbbeb28ab1f4addd4714806a0,2026-01-24 18:06:50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,226,1218,13.3393672,52.4631054,"72/73, Bismarckstraße, Steglitz, Berlin, 12157, Deutschland","72/73, Bismarckstraße, Steglitz, Berlin, 12157, Deutschland",226,1218,13.3394003,52.46300249999999,"Bismarckstraße 72, 12157 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '72', 'short_name': '72', 'types': ['street_number']}, {'long_name': 'Bismarckstraße', 'short_name': 'Bismarckstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12157', 'short_name': '12157', 'types': ['postal_code']}], 'formatted_address': 'Bismarckstraße 72, 12157 Berlin, Germany', 'geometry': {'location': {'lat': 52.46300249999999, 'lng': 13.3394003}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4643514802915, 'lng': 13.3407492802915}, 'southwest': {'lat': 52.4616535197085, 'lng': 13.3380513197085}}}, 'place_id': 'ChIJPUgG_Z1aqEcRbYm7Iu12k34', 'plus_code': {'compound_code': 'F87Q+6Q Berlin, Germany', 'global_code': '9F4MF87Q+6Q'}, 'types': ['street_address']}]"
1227,2544,1227,Steglitz,12167,Berlin,,,unbekannt,,,1a5da74d4d0552a6c519dc473fbceb2430f7a111e5a6fe10055420c5,2026-01-24 18:06:52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5228,1227,13.3496076,52.448618,"none, Liebenowzeile, Südende, Steglitz, Steglitz-Zehlendorf, Berlin, Deutschland","none, Liebenowzeile, Südende, Steglitz, Steglitz-Zehlendorf, Berlin, Deutschland",5228,1227,13.3285127,52.4499548,"12167 Berlin, Germany","[{'address_components': [{'long_name': '12167', 'short_name': '12167', 'types': ['postal_code']}, {'long_name': 'Steglitz-Zehlendorf', 'short_name': 'Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Kreisfreie Stadt Berlin', 'short_name': 'Kreisfreie Stadt Berlin', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Berlin', 'short_name': 'BE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}], 'formatted_address': '12167 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.4554671, 'lng': 13.3542588}, 'southwest': {'lat': 52.4423579, 'lng': 13.3186023}}, 'location': {'lat': 52.4499548, 'lng': 13.3285127}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 52.4554671, 'lng': 13.3542588}, 'southwest': {'lat': 52.4423579, 'lng': 13.3186023}}}, 'partial_match': True, 'place_id': 'ChIJP0BdipZaqEcRUOA9lUkgIRw', 'types': ['postal_code']}]"
1271,2545,1271,Wilmersdorf,14199,Berlin,"Borkumer Str. 6,8,10",,2014-05-17 00:00:00,2014 Sperlinge verteilt auf Dachfirst/Ziegelabschluss,Achtung Sanierung evtl.,da0db6ef46059a7ce107095cc3be4fe038ef59a8583f9193b14f5e6e,2026-01-24 18:07:02,1,0,1,0,0,0,0,0,0,0,0,0,1,0,266,1271,13.3016316,52.4704066,"6, Borkumer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","6, Borkumer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland",266,1271,13.30165,52.47049,"Borkumer Str. 6, 14199 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Borkumer Straße', 'short_name': 'Borkumer Str.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14199', 'short_name': '14199', 'types': ['postal_code']}], 'formatted_address': 'Borkumer Str. 6, 14199 Berlin, Germany', 'geometry': {'location': {'lat': 52.47049, 'lng': 13.30165}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.47183898029149, 'lng': 13.3029989802915}, 'southwest': {'lat': 52.46914101970849, 'lng': 13.3003010197085}}}, 'place_id': 'ChIJt1VrA51QqEcR4OL0xujcZ-k', 'plus_code': {'compound_code': 'F8C2+5M Berlin, Germany', 'global_code': '9F4MF8C2+5M'}, 'types': ['street_address']}]"
1365,2546,1365,Wilmersdorf,14199,Berlin,Borkumer Str. 26,,2014-07-04 00:00:00,"2014: mehrere Sperlinge verteilt am unter Dachrinne in Front Straße
 ",,a1e9bf5d846be3de26810390b784274d7eb3b3be3608d8f4e738c253,2026-01-24 18:07:24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,257,1365,13.2989572,52.4707413,"26, Borkumer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","26, Borkumer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland",257,1365,13.29897,52.47085999999999,"Borkumer Str. 26, 14199 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '26', 'short_name': '26', 'types': ['street_number']}, {'long_name': 'Borkumer Straße', 'short_name': 'Borkumer Str.', 'types': ['route']}, {'long_name': 'Bezirk Charlottenburg-Wilmersdorf', 'short_name': 'Bezirk Charlottenburg-Wilmersdorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '14199', 'short_name': '14199', 'types': ['postal_code']}], 'formatted_address': 'Borkumer Str. 26, 14199 Berlin, Germany', 'geometry': {'location': {'lat': 52.47085999999999, 'lng': 13.29897}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4722089802915, 'lng': 13.3003189802915}, 'southwest': {'lat': 52.4695110197085, 'lng': 13.2976210197085}}}, 'place_id': 'ChIJ_1Jnyp1QqEcRovV4Vl37EPM', 'plus_code': {'compound_code': 'F7CX+8H Berlin, Germany', 'global_code': '9F4MF7CX+8H'}, 'types': ['street_address']}]"
1501,1426,1501,,12163,,,,unbekannt,,,39e4d1bc2da183e5ad08b4467928f165ec3c9cf633aa7487108b8956,2026-01-24 18:07:56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1425,1501,13.318147647303492,52.45851105,"9, Rothenburgstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","9, Rothenburgstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland",1425,1501,13.3180491,52.458481,"Rothenburgstraße 9, 12163 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '9', 'short_name': '9', 'types': ['street_number']}, {'long_name': 'Rothenburgstraße', 'short_name': 'Rothenburgstraße', 'types': ['route']}, {'long_name': 'Bezirk Steglitz-Zehlendorf', 'short_name': 'Bezirk Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12163', 'short_name': '12163', 'types': ['postal_code']}], 'formatted_address': 'Rothenburgstraße 9, 12163 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.45866909999999, 'lng': 13.3182204}, 'southwest': {'lat': 52.4583722, 'lng': 13.3176939}}, 'location': {'lat': 52.458481, 'lng': 13.3180491}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4598696302915, 'lng': 13.3193061302915}, 'southwest': {'lat': 52.4571716697085, 'lng': 13.3166081697085}}}, 'place_id': 'ChIJ47lZAodaqEcReZtCZEKKX6Q', 'types': ['premise']}]"
1525,2547,1525,Mitte,10117,Berlin,Mauerstr. 93/Haus der Deutchen Stiftung,,2015-06-18 00:00:00,2015 1x Mauersegler linke Hausgrenze am der Oberseite des grünen Kapitells in dem Hohlraum dahinter,,d0376669429316a7f21c352b055c4e96301bdf1e6d32d51e66fadf4f,2026-01-24 18:08:02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1191,1525,13.3897603,52.5081758,"Bundesverband Deutscher Stiftungen, Mauerstraße, Mitte, Berlin, 10117, Deutschland","Bundesverband Deutscher Stiftungen, Mauerstraße, Mitte, Berlin, 10117, Deutschland",1191,1525,13.3897489,52.50816870000001,"Mauerstraße 93, 10117 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '93', 'short_name': '93', 'types': ['street_number']}, {'long_name': 'Mauerstraße', 'short_name': 'Mauerstraße', 'types': ['route']}, {'long_name': 'Mitte', 'short_name': 'Mitte', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '10117', 'short_name': '10117', 'types': ['postal_code']}], 'formatted_address': 'Mauerstraße 93, 10117 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.5082824, 'lng': 13.3899479}, 'southwest': {'lat': 52.5080292, 'lng': 13.3895729}}, 'location': {'lat': 52.50816870000001, 'lng': 13.3897489}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.5095047802915, 'lng': 13.3911093802915}, 'southwest': {'lat': 52.5068068197085, 'lng': 13.3884114197085}}}, 'place_id': 'ChIJj9hKDdFRqEcRBcYFO9DX_SY', 'types': ['premise']}]"
1545,2548,1545,,15569,Woltersdorf,Schleusenstr. 33,,2016-06-04 00:00:00,2016: 5x Sperlinge über Dachrinne/Ziegelabschluss verteilt über Hausbreite,,3fd236ff7aef86142ed020080a4235d20065fecd8b960aef2df7baf9,2026-01-24 18:08:06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1486,1545,13.763878327376794,52.4430974,"33, Schleusenstraße, Werder, Springeberg, Woltersdorf, Oder-Spree, Brandenburg, 15569, Deutschland","33, Schleusenstraße, Werder, Springeberg, Woltersdorf, Oder-Spree, Brandenburg, 15569, Deutschland",1486,1545,13.7640498,52.44299789999999,"Schleusenstraße 33, 15569 Woltersdorf, Germany","[{'access_points': [], 'address_components': [{'long_name': '33', 'short_name': '33', 'types': ['street_number']}, {'long_name': 'Schleusenstraße', 'short_name': 'Schleusenstraße', 'types': ['route']}, {'long_name': 'Woltersdorf', 'short_name': 'Woltersdorf', 'types': ['locality', 'political']}, {'long_name': 'Oder-Spree', 'short_name': 'Oder-Spree', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Brandenburg', 'short_name': 'BB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '15569', 'short_name': '15569', 'types': ['postal_code']}], 'formatted_address': 'Schleusenstraße 33, 15569 Woltersdorf, Germany', 'geometry': {'location': {'lat': 52.44299789999999, 'lng': 13.7640498}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.44434688029149, 'lng': 13.7653987802915}, 'southwest': {'lat': 52.4416489197085, 'lng': 13.7627008197085}}}, 'place_id': 'ChIJF8u0jcMwqEcR6oLsvTGYNPI', 'plus_code': {'compound_code': 'CQV7+5J Woltersdorf, Germany', 'global_code': '9F4MCQV7+5J'}, 'types': ['street_address']}]"
1546,2549,1546,,15569,Woltersdorf,Schleusenstr. 35a,,2016-06-04 00:00:00,"2016: 4x Sperlinge unter Dachrinnenstück an linker und rechter Hausseite, sehr viele Sperlinge am Haus, auf dem Giebel, sicherlich noch mehr Niststätten",,f60473d9be2cbe46064e68632022d007162f843c1c3262b221a6db47,2026-01-24 18:08:07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1487,1546,13.7643219,52.4428746,"Schleusenstraße, Werder, Springeberg, Woltersdorf, Oder-Spree, Brandenburg, 15569, Deutschland","Schleusenstraße, Werder, Springeberg, Woltersdorf, Oder-Spree, Brandenburg, 15569, Deutschland",1487,1546,13.7642463,52.4432209,"Schleusenstraße 35A, 15569 Woltersdorf, Germany","[{'access_points': [], 'address_components': [{'long_name': '35A', 'short_name': '35A', 'types': ['street_number']}, {'long_name': 'Schleusenstraße', 'short_name': 'Schleusenstraße', 'types': ['route']}, {'long_name': 'Woltersdorf', 'short_name': 'Woltersdorf', 'types': ['locality', 'political']}, {'long_name': 'Oder-Spree', 'short_name': 'Oder-Spree', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Brandenburg', 'short_name': 'BB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '15569', 'short_name': '15569', 'types': ['postal_code']}], 'formatted_address': 'Schleusenstraße 35A, 15569 Woltersdorf, Germany', 'geometry': {'location': {'lat': 52.4432209, 'lng': 13.7642463}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4445698802915, 'lng': 13.7655952802915}, 'southwest': {'lat': 52.4418719197085, 'lng': 13.7628973197085}}}, 'place_id': 'ChIJUU9yj8MwqEcR9lxa7y5RgXI', 'plus_code': {'compound_code': 'CQV7+7M Woltersdorf, Germany', 'global_code': '9F4MCQV7+7M'}, 'types': ['street_address']}]"
1598,2550,1598,Neukölln,12347,Berlin,Tempelhofer Weg 62,,2020-07-07 00:00:00,2020-07: Jalousienkästen im Innenhof: diverse Haussperlinge nisten in den Jalousien. Mieter haben außerdem Mauersegler dort gesehen. ,,9dc46f86323f6f058e34bf021f5fb90bf28bfb10221096d4686c4326,2026-01-24 18:08:19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3149,1598,13.4309223,52.4537366,"62, Tempelhofer Weg, Britz, Neukölln, 12347, Deutschland","62, Tempelhofer Weg, Britz, Neukölln, 12347, Deutschland",3149,1598,13.4307895,52.4536753,"Tempelhofer Weg 62, 12347 Berlin, Germany","[{'address_components': [{'long_name': '62', 'short_name': '62', 'types': ['street_number']}, {'long_name': 'Tempelhofer Weg', 'short_name': 'Tempelhofer Weg', 'types': ['route']}, {'long_name': 'Bezirk Neukölln', 'short_name': 'Bezirk Neukölln', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12347', 'short_name': '12347', 'types': ['postal_code']}], 'formatted_address': 'Tempelhofer Weg 62, 12347 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.4539324, 'lng': 13.4312252}, 'southwest': {'lat': 52.4533807, 'lng': 13.4302552}}, 'location': {'lat': 52.4536753, 'lng': 13.4307895}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4550055302915, 'lng': 13.4320891802915}, 'southwest': {'lat': 52.4523075697085, 'lng': 13.4293912197085}}}, 'place_id': 'ChIJi8TrhIBPqEcRB3oT4Zjke1A', 'types': ['premise']}]"
1666,2551,1666,Schöneberg,12157,Berlin,Peter-Vischer-Str. 41/43,,2019-09-13 00:00:00,"2019-09: In der Peter-Vischer-Straße 41/43 sind einige Ersatzmaßnahmen angebracht - u.a. Halbhöhlen und künstliche Schwalbennester. Habe keine Tiere gesehen, lohnt sich aber vielleicht mal zur Brutsaison da vorbeizuschauen.",,232eda0daa25ed2c548c84da10eddbc3b87b7421082ea0c2dd3eee42,2026-01-24 18:08:36,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1364,1666,13.3485568,52.4652156,"41, Peter-Vischer-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12157, Deutschland","41, Peter-Vischer-Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12157, Deutschland",1364,1666,13.34855,52.46526,"Peter-Vischer-Straße 41, 12157 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '41', 'short_name': '41', 'types': ['street_number']}, {'long_name': 'Peter-Vischer-Straße', 'short_name': 'Peter-Vischer-Straße', 'types': ['route']}, {'long_name': 'Bezirk Tempelhof-Schöneberg', 'short_name': 'Bezirk Tempelhof-Schöneberg', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12157', 'short_name': '12157', 'types': ['postal_code']}], 'formatted_address': 'Peter-Vischer-Straße 41, 12157 Berlin, Germany', 'geometry': {'location': {'lat': 52.46526, 'lng': 13.34855}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.4666089802915, 'lng': 13.3498989802915}, 'southwest': {'lat': 52.4639110197085, 'lng': 13.3472010197085}}}, 'place_id': 'ChIJsQ891QpQqEcR1_YwrQMkuc0', 'plus_code': {'compound_code': 'F88X+4C Berlin, Germany', 'global_code': '9F4MF88X+4C'}, 'types': ['street_address']}]"
1670,2552,1670,,10781,,,,unbekannt,,,a80651f8cefe9769b91d6c7eeb5723202f9cffdb80f4b79c0926d10e,2026-01-24 18:08:37,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2087,1670,13.2986598,52.4574173,"none, Arnimallee, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","none, Arnimallee, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland",2087,1670,13.3526132,52.4934075,"10781 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '10781', 'short_name': '10781', 'types': ['postal_code']}, {'long_name': 'Tempelhof-Schöneberg', 'short_name': 'Tempelhof-Schöneberg', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}], 'formatted_address': '10781 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.497343, 'lng': 13.3611581}, 'southwest': {'lat': 52.4893441, 'lng': 13.3451}}, 'location': {'lat': 52.4934075, 'lng': 13.3526132}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 52.497343, 'lng': 13.3611581}, 'southwest': {'lat': 52.4893441, 'lng': 13.3451}}}, 'partial_match': True, 'place_id': 'ChIJz_PLw0VQqEcRANw9lUkgIRw', 'types': ['postal_code']}]"
1674,2553,1674,,12207,,,,unbekannt,,,69dd45d8db645947668f38a11e59b6f754c7cb1c7c2e3fc7b5b1ece0,2026-01-24 18:08:38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2131,1674,13.2986598,52.4574173,"none, Arnimallee, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","none, Arnimallee, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland",2131,1674,13.3075806,52.4212494,"12207 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '12207', 'short_name': '12207', 'types': ['postal_code']}, {'long_name': 'Steglitz-Zehlendorf', 'short_name': 'Steglitz-Zehlendorf', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}], 'formatted_address': '12207 Berlin, Germany', 'geometry': {'bounds': {'northeast': {'lat': 52.4434659, 'lng': 13.33197}, 'southwest': {'lat': 52.399108, 'lng': 13.2871101}}, 'location': {'lat': 52.4212494, 'lng': 13.3075806}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 52.4434659, 'lng': 13.33197}, 'southwest': {'lat': 52.399108, 'lng': 13.2871101}}}, 'partial_match': True, 'place_id': 'ChIJl4xMIx1bqEcRgOA9lUkgIRw', 'types': ['postal_code']}]"
1679,2554,1679,"Tempelhof-Schöneberg, Tempelhof",12105,Berlin,"Reglinstr. 29, Lindenhof-Grundschule",,2018-05-26 00:00:00,"Lindenhof-Grundschule

05-18: in Bäumen in der Nähe brüten Kohlmeisen, Ringeltaube, Mauersegler kreisen; keine Einflüge und keine Kotspuren an den Gebäuden gesehen; im Naturgarten mit Niststätten brüten Blaumeisen","Schulsanierung: Sanierungen am Schulgebäude laufen seit Juni 2017, Abbrucharbeiten, Baustelle, nebenan Hortgebäude
Sanierungsplan: Gesamtsanierung (2021-2026), Fassade, Dach (2017), Keller (2018)

Stichworte: Schulsanierung Sanierung Schule Schulsanierungskartierungsliste
",4402a6e0e5aa703963624469d7b9f76dd32902cda9713a5149e32a1d,2026-01-24 18:08:39,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2142,1679,13.363485561796178,52.458238249999994,"29, Reglinstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12105, Deutschland","29, Reglinstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12105, Deutschland",2142,1679,13.36325,52.45809,"Reglinstraße 29, 12105 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '29', 'short_name': '29', 'types': ['street_number']}, {'long_name': 'Reglinstraße', 'short_name': 'Reglinstraße', 'types': ['route']}, {'long_name': 'Bezirk Tempelhof-Schöneberg', 'short_name': 'Bezirk Tempelhof-Schöneberg', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12105', 'short_name': '12105', 'types': ['postal_code']}], 'formatted_address': 'Reglinstraße 29, 12105 Berlin, Germany', 'geometry': {'location': {'lat': 52.45809, 'lng': 13.36325}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.45943898029149, 'lng': 13.3645989802915}, 'southwest': {'lat': 52.4567410197085, 'lng': 13.3619010197085}}}, 'place_id': 'ChIJUdt_96haqEcRSzPDjB02DcA', 'plus_code': {'compound_code': 'F957+67 Berlin, Germany', 'global_code': '9F4MF957+67'}, 'types': ['street_address']}]"
1680,2555,1680,Tempelhof,12103,Berlin,"Kaiserin-Augusta-Str. 19-20, Askanisches Gymnasium",,2018-05-26 00:00:00,"Askanisches Gymnasium

05-18: Schulhof nicht zugänglich, Amselnester in Eiche und Ahorn in der Nähe des Schulgebäudes","Schulsanierungsplan: Gesamtsanierung (2023), Sanierung Fenster (2018-2021)",ca46c7dd4d8b3a8b45eefd65411da266570528fb5a74f2eb75d1b55b,2026-01-24 18:08:39,1,0,0,0,0,0,0,0,1,0,0,0,1,0,922,1680,13.379950808366814,52.46026725,"Askanisches Gymnasium, Kaiserin-Augusta-Straße, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland","Askanisches Gymnasium, Kaiserin-Augusta-Straße, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland",922,1680,13.37992,52.45992,"Kaiserin-Augusta-Straße 19-20, 12103 Berlin, Germany","[{'access_points': [], 'address_components': [{'long_name': '19-20', 'short_name': '19-20', 'types': ['street_number']}, {'long_name': 'Kaiserin-Augusta-Straße', 'short_name': 'Kaiserin-Augusta-Straße', 'types': ['route']}, {'long_name': 'Bezirk Tempelhof-Schöneberg', 'short_name': 'Bezirk Tempelhof-Schöneberg', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['locality', 'political']}, {'long_name': 'Berlin', 'short_name': 'Berlin', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '12103', 'short_name': '12103', 'types': ['postal_code']}], 'formatted_address': 'Kaiserin-Augusta-Straße 19-20, 12103 Berlin, Germany', 'geometry': {'location': {'lat': 52.45992, 'lng': 13.37992}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.46126898029149, 'lng': 13.38126898029151}, 'southwest': {'lat': 52.45857101970849, 'lng': 13.3785710197085}}}, 'place_id': 'ChIJBxGnm_9PqEcRX7cfGkiqLxI', 'plus_code': {'compound_code': 'F95H+XX Berlin, Germany', 'global_code': '9F4MF95H+XX'}, 'types': ['street_address']}]"
