web_id,adresse_original,adresse_bereinigt,lat,lon,coord_source
773,Osnabrücker Str. 11,Osnabrücker Str. 11,52.5264553,13.2991851,osm
714,Osnabrücker Str. 2,Osnabrücker Str. 2,52.5258128,13.3030316,osm
775,Osnabrücker Str. 8/Kamminer Str. 10,Osnabrücker Str. 8,52.526474,13.2972136,osm
771,Osnabrücker Str.1/Mierendorffplatz,Osnabrücker Str. 1,52.52574,13.3035057,osm
861,Ossietzkystr. 25/26,Ossietzkystr. 25,52.57365115,13.40731545824408,osm
1586,Ostpreußendamm 123,Ostpreußendamm 123,52.418583,13.306463249999998,osm
1587,Ostpreußendamm 124,Ostpreußendamm 124,52.41903045,13.306383181677129,osm
1794,Ostpreußendamm 129a,Ostpreußendamm 129a,52.42037635,13.309549732608527,osm
1105,Ostpreußendamm 40 / OSZ,Ostpreußendamm 40,52.4303059,13.3170426,osm
1090,"Ostpreußendamm 41, Schule",Ostpreußendamm 41,52.429803,13.3171964,osm
1764,"Ostpreußendamm 63, Giesendorfer Grundschule",Ostpreußendamm 63,52.422314150000005,13.310441780760453,osm
1094,"Ostpreußendamm 166, Willi-Graf-Gymasium","Ostpreußendamm 166 , Willi-Graf-Gymasium",52.4346952,13.3213974,osm
1902,"Otto-Marquardt-Str. 12-14, Nils-Holgersson-Schule",Otto-Marquardt-Str. 12,52.533693,13.4695798,osm
1171,Otzenstr. 14/15,Otzenstr. 14,52.4740627,13.3440053,osm
1779,"Pablo-Neruda-Str. 6-7, Emmy-Noether-Gymnasium",Pablo-Neruda-Str. 6,52.44329415,13.58860778539368,osm
416,Paderborner Str. 1,Paderborner Str. 1,52.497184,13.307043,osm
976,Paderborner Str. 2/Brandenburgische Str. 40 a,Paderborner Str. 2,52.4971624,13.3067776,osm
415,Paderborner Str. 2 b,Paderborner Str. 2 b,52.496934,13.3060158,osm
417,Paderborner Str. 5 a - d,Paderborner Str. 5 a - d,52.496934,13.3060158,osm
419,Paderborner Str. 8/9,Paderborner Str. 8,52.4968887,13.306621,osm
420,Paderborner Str. 9/10,Paderborner Str. 9,52.4969295,13.3069315,osm
1785,"Pankstr. 18-19, Herbert-Hoover-Schule",Pankstr. 18,52.545401,13.3707204,osm
1791,"Pankstr. 70, Orthstr. 1, ISS Schule",Pankstr. 70,52.548917200000005,13.374991448155251,osm
846,"Pappelallee 3, 4, 6, verlorene Niststätten",Pappelallee 3,52.5414125,13.4129863,osm
847,Pappelallee 80,Pappelallee 80,52.5428837,13.4139518,osm
1612,Paretzer Str. 10 a,Paretzer Str. 10 a,52.4814792,13.3180604,osm
1613,Paretzer Str. 12 / St.Gertrauden Krankenhaus,Paretzer Str. 12,52.4802288,13.317198,osm
1866,"Paul- und Paula-Ufer 1, Kanuverleih","Paul- und Paula-Ufer 1 , Kanuverleih",52.5005239,13.4736914,osm
1857,"Paul-Junius-Str. 25-27, ISS",Paul-Junius-Str. 25,52.5271784,13.4736921,osm
1173,Paul-Schmidt-Str. 21,Paul-Schmidt-Str. 21,52.4543548,13.3710507,osm
661,Paul-Schneider-Str. 22/24,Paul-Schneider-Str. 22,52.4347654,13.3480509,osm
1469,Paul-Schneider-Str. 23,Paul-Schneider-Str. 23,52.4357272,13.3467341,osm
112,Paulsborner Str. 7,Paulsborner Str. 7,52.4972623,13.3046987,osm
730,Paulsenstr. 44,Paulsenstr. 44,52.4633023,13.3126193,osm
1676,"Perelsplatz 6-9, Friedrich-Bergius-Schule",Perelsplatz 6,52.47628495,13.333133464095852,osm
1540,Peschkestr. 10,Peschkestr. 10,52.4646769,13.3320677,osm
820,Peschkestr. 13-14/Fregestr. 38,Peschkestr. 13,52.4652123,13.3308387,osm
1217,Peschkestr. 2,Peschkestr. 2,52.4654642,13.3297563,osm
529,Peschkestr. 3,Peschkestr. 3,52.4653607,13.3300583,osm
523,Peschkestr. 5/Holsteinische Str. 44,Peschkestr. 5,52.4651829,13.3305102,osm
526,Peschkestr. 6-10/Schöneberger Str./Holsteinische Str.,Peschkestr. 6,52.4652123,13.3308387,osm
1103,Peschkestr. 7,Peschkestr. 7,52.4649028,13.3314116,osm
1792,Peter-Vischer-Str. 14,Peter-Vischer-Str. 14,52.464638,13.3432987,osm
1810,Pettenkoferstr. 16-18,Pettenkoferstr. 16,52.5202522,13.4695802,osm
1013,Philippistr. 3 / Hausgrenze zur Nr 2,Philippistr. 3,52.5114846,13.287694,osm
1291,Pichelsdorfer Str. 1/Plathweg 2,Pichelsdorfer Str. 1,52.5140366,13.196577524708172,osm
1293,Pichelsdorfer Str. 2/Tharsander Weg 1,Pichelsdorfer Str. 2,52.5140231,13.197297701258991,osm
1292,Pichelsdorfer Str. 3,Pichelsdorfer Str. 3,52.51420485,13.196491717628206,osm
1658,"Plantagenstr. 8-9, Schmitt-Ott-Oberschule",Plantagenstr. 8,52.4554657,13.3306669,osm
1736,Plöner Str. 20 / Ecke Berkaer 30,Plöner Str. 20,52.4805019,13.2837293,osm
1778,Plönzeile 39,Plönzeile 39,52.4599824,13.527575,osm
1861,Potsdamer Str. 151,Potsdamer Str. 151,52.4954831,13.3614235,osm
578,Prager Platz 6/Aschaffenburger Str. 93,Prager Platz 6,52.4931112,13.33367,osm
868,Prenzlauer Promenade 138,Prenzlauer Promenade 138,52.5663407,13.4269347,osm
1108,Presselstr. 4a+b,Presselstr. 4a,52.4495103,13.3399472,osm
302,Prinzregentenstr. 78/Babelsberger Str. 3/Berliner Str. 160,Prinzregentenstr. 78,52.4871809,13.3333909,osm
295,Prinzregentenstr. 15,Prinzregentenstr. 15,52.4886656,13.33259,osm
300,Prinzregentenstr. 16/17,Prinzregentenstr. 16,52.4887314,13.3327661,osm
299,Prinzregentenstr. 23,Prinzregentenstr. 23,52.4866184,13.3328925,osm
530,Prinzregentenstr. 54/55,Prinzregentenstr. 54,52.4792111,13.3330176,osm
296,Prinzregentenstr. 84,Prinzregentenstr. 84,52.4888956,13.3333308,osm
570,Prinzregentenstrasse 3/4,Prinzregentenstrasse 3,52.492098,13.3328032,osm
569,Prinzregentenstr. 7-8/Güntzelstr.,Prinzregentenstr. 7,52.4888952,13.3330982,osm
574,Prinzregentenstr. 9-11,Prinzregentenstr. 9,52.4888952,13.3330982,osm
576,Prinzregentenstr. 95,Prinzregentenstr. 95,52.4920417,13.3333381,osm
1712,Puschkinallee. 77,Puschkinallee. 77,52.492907,13.4591328,osm
1802,"Rathauspromenade 75, Peter-Witte-Grundschule",Rathauspromenade 75,52.5867246,13.3296765,osm
1460,Rauenthaler Str. 13,Rauenthaler Str. 13,52.4682723,13.3177732,osm
409,Ravensberger Str. 1/2,Ravensberger Str. 1,52.496215,13.3078562,osm
1093,Reaumurstr. 68,Reaumurstr. 68,52.4111595,13.3108831,osm
1133,Reginenweg 1-16,Reginenweg 1,52.4367165,13.3435553,osm
1556,Reginenweg 5,Reginenweg 5,52.4369571,13.3435156,osm
1763,Reginhardstr. 63,Reginhardstr. 63,52.5626496,13.3734188,osm
1742,Reichenhaller Str. 56 / Tölzer Str. 1,Reichenhaller Str. 56,52.4772947,13.2942185,osm
1741,"Reichenhaller Str. 8, Alt-Schmargendorf-Schule",Reichenhaller Str. 8,52.476605199999995,13.293439204690316,osm
565,"Reichsstr. 1/Lindenallee 28, Eckhaus am Theo",Reichsstr. 1,52.5103299,13.2714417,osm
549,"Reichsstr. 4, 4a, 5 / Stormstr. 5",Reichsstr. 4,52.511164,13.2699153,osm
560,Reichsstr. 68,Reichsstr. 68,52.5205472,13.2545793,osm
1166,Rheinstr. 22/23,Rheinstr. 22,52.468475,13.3317238,osm
324,Richard-Wagner-Str. 23,Richard-Wagner-Str. 23,52.5145175,13.3066165,osm
325,Richard-Wagner-Str. 35,Richard-Wagner-Str. 35,52.5152107,13.3064749,osm
796,Ringbahnstr. 14/16,Ringbahnstr. 14,52.4666908,13.3938425,osm
493,"Ringstr. 103-106, Johanna-Eck-Schule",Ringstr. 103,52.447261999999995,13.364947563915392,osm
1673,"Ringstr. 2-3, Lilienthal-Gymnasium",Ringstr. 2,52.43629705,13.31263605057548,osm
1798,Ringstr. 49A,Ringstr. 49A,52.4328749,13.2866852,osm
1251,Rödernallee 87,Rödernallee 87,52.5936507,13.3343924,osm
153,Roennebergstr. 9/Bundesallee,Roennebergstr. 9,52.4684965,13.3288866,osm
913,Rognitzstr. 11-12/Kaiserdamm 21,Rognitzstr. 11,52.5112417,13.2850639,osm
1898,"Römerweg 30-32, Hans-und-Hilde-Coppi-Gymnasium",Römerweg 30,52.49144025,13.52294048669268,osm
437,Rönnestr. 15,Rönnestr. 15,52.5034049,13.2943327,osm
438,Rönnestr. 26,Rönnestr. 26,52.5029797,13.2914504,osm
619,Rosenheimer Str. 21,Rosenheimer Str. 21,52.4902949,13.342479,osm
472,Rosenheimer Str. 31,Rosenheimer Str. 31,52.4902439,13.3475059,osm
469,Rosenheimer Str. 37/37 a,Rosenheimer Str. 37,52.4903183,13.3497894,osm
470,Rosenheimer Str. 38,Rosenheimer Str. 38,52.4903516,13.3503218,osm
471,Rosenheimer Str. 6,Rosenheimer Str. 6,52.4905201,13.3484283,osm
390,Rotdornstr. 4/5,Rotdornstr. 4,52.4705861,13.324759,osm
1816,"Rothenburgstr. 14, Johann-August-Zeune Schule",Rothenburgstr. 14,52.4559979,13.3138346,osm
689,Rothenburgstr. 8/9,Rothenburgstr. 8,52.4586192,13.3182198,osm
1501,,,52.4620043,13.317586,osm
1815,"Rothenburgstraße 16/17, Rothenburg-Grundschule",Rothenburgstraße 16,52.4545559,13.3138339,osm
1225,Rubensstr. 118,Rubensstr. 118,52.4637457,13.3443286,osm
934,"Rubensstr. 125, Auguste-Viktoria-Krankenhaus","Rubensstr. 125 , Auguste-Viktoria-Krankenhaus",52.4624325,13.3463907,osm
1648,Rubensstr. 82 + 84,Rubensstr. 82,52.4713694,13.343645,osm
56,Rudeloffweg 10,Rudeloffweg 10,52.44542815,13.288724419434566,osm
54,Rudeloffweg 4/Unter den Eichen,Rudeloffweg 4,52.44480165,13.289573566741634,osm
55,Rudeloffweg 8,Rudeloffweg 8,52.4451335,13.28908081080116,osm
78,Rüdesheimer Str. 8-10/Eberbacher Str. 3/Wiesbadener Str. 33,Rüdesheimer Str. 8,52.4739473,13.3145495,osm
10,Rüdesheimer Platz 1,Rüdesheimer Platz 1,52.4733136,13.3170138,osm
11,Rüdesheimer Platz 1-3/Ahrweiler Str. 3,Rüdesheimer Platz 1,52.4733937,13.3153437,osm
128,Rüdesheimer Platz 10,Rüdesheimer Platz 10,52.4724903,13.3160959,osm
537,Rüdesheimer Platz 6/Rüdesheimer Str. 3,Rüdesheimer Platz 6,52.4735935,13.314842,osm
126,Rüdesheimer Platz 7,Rüdesheimer Platz 7,52.4727419,13.3147039,osm
127,Rüdesheimer Platz 8,Rüdesheimer Platz 8,52.472586,13.3153864,osm
144,Rüdesheimer Str. 10 a,Rüdesheimer Str. 10 a,52.4728995,13.3143045,osm
1029,Rüdesheimer Str. 4,Rüdesheimer Str. 4,52.4737924,13.3141404,osm
242,Rüdesheimer Str. 6,Rüdesheimer Str. 6,52.4734718,13.3141351,osm
7,Rüdesheimer Str. 8,Rüdesheimer Str. 8,52.4728339,13.3140042,osm
1882,"Rüdigerstr. 76, Selma-Lagerlöf-Schule",Rüdigerstr. 76,52.5162032,13.501289864343484,osm
1877,"Rudolf-Seiffert-Str. 37, Sporthalle","Rudolf-Seiffert-Str. 37 , Sporthalle",52.526427049999995,13.471905299999998,osm
338,Rudolstädter Str. 12-14/Kahlstr. 8-18,Rudolstädter Str. 12,52.4843827,13.3075701,osm
924,"Rudolstädter Str. 12, 14, 16 etc.",Rudolstädter Str. 12,52.4815247,13.3114997,osm
1715,"Rudower Str. 184, Lise-Meitner-Schule",Rudower Str. 184,52.4301804,13.475051792121304,osm
362,Ruhlaer Str. 14,Ruhlaer Str. 14,52.47851145,13.284789145297427,osm
169,Ruhrstr. 1/Fehrbelliner Platz,Ruhrstr. 1,52.4902232,13.3118096,osm
1325,Ruthstr. 1,Ruthstr. 1,52.4348821,13.338979990740746,osm
1478,Ruthstr. 17 + 19,Ruthstr. 17,52.4333579,13.3417341,osm
1324,Ruthstr. 5,Ruthstr. 5,52.43467265,13.339325271381274,osm
1323,Ruthstr. 7,Ruthstr. 7,52.43444875,13.339523545878414,osm
1435,Saarstr. 6,Saarstr. 6,52.4680049,13.3345744,osm
935,Jeverstr. 10-11 (KITA),Jeverstr. 10,52.4614822,13.3347704,osm
1669,"Sachsenwaldstr. 20-21, Sachsenwald-Grundschule",Sachsenwaldstr. 20,52.4628291,13.3391615,osm
503,Sachsenwaldstr. 27/Kissinger Str. 10-10a,Sachsenwaldstr. 27,52.4627002,13.3400865,osm
721,Sachsenwaldstr. 6-7/Bismarckstr. 72-73,Sachsenwaldstr. 6,52.4627729,13.3382297,osm
541,Salzbrunner Str. 11/11 a,Salzbrunner Str. 11,52.4897943,13.2938255,osm
542,Salzbrunner Str. 13,Salzbrunner Str. 13,52.4896147,13.2938088,osm
490,Salzburger Str. 11,Salzburger Str. 11,52.4880308,13.3414364,osm
1909,"Sandinostr. 8-10, Gutenberg-Schule, Grundschule am Wilhelmsberg",Sandinostr. 8,52.5362342,13.485777,osm
200,Sarrazinstr. 22-24/Kundrystr.,Sarrazinstr. 22,52.4744022,13.3305863,osm
160,Sassnitzer Str. 1/Misdroyer Str.,Sassnitzer Str. 1,52.4731276,13.2912476,osm
1283,Sassnitzer Str. 4/3,Sassnitzer Str. 4,52.4725955,13.2911442,osm
396,Scharnweberstr. 7/Kapweg,Scharnweberstr. 7,52.5620299,13.3316615,osm
872,Scheffelstr. 14,Scheffelstr. 14,52.5206145,13.4741659,osm
887,"Schierker Str. 8, Körnerpark","Schierker Str. 8 , Körnerpark",52.4708958,13.4368213,osm
1457,Schildhornstr. 95/96,Schildhornstr. 95,52.4619806,13.3224379,osm
1734,Schinkelstr. 2,Schinkelstr. 2,52.493273900000005,13.283411411232535,osm
249,Schlangenbader Str. 11,Schlangenbader Str. 11,52.4749885,13.3079557,osm
243,Schlangenbader Str. 23 A-E,Schlangenbader Str. 23 A-E,52.4763862,13.3082913,osm
150,Schlangenbader Str. 24 B-E,Schlangenbader Str. 24 B-E,52.4763862,13.3082913,osm
142,Schlangenbader Str. 25/Wiesbadener Str.,Schlangenbader Str. 25,52.4729407,13.3078222,osm
59,Schlangenbader Str. 33,Schlangenbader Str. 33,52.4712559,13.3068185,osm
143,Schlangenbader Str. 80,Schlangenbader Str. 80,52.4736902,13.3083319,osm
248,Schlangenbader Str. 81,Schlangenbader Str. 81,52.4738412,13.3083363,osm
60,Schlangenbader Str. 82,Schlangenbader Str. 82,52.4739903,13.3084197,osm
86,Schlangenbader Str. 85,Schlangenbader Str. 85,52.4747491,13.3083694,osm
87,Schlangenbader Str. 86,Schlangenbader Str. 86,52.4748989,13.3083683,osm
582,Schlangenbader Str. 88/89,Schlangenbader Str. 88,52.4752694,13.3084674,osm
287,Schlangenbader Str. 91,Schlangenbader Str. 91,52.4758411,13.3083927,osm
288,Schlangenbader Str. 94/Nauheimer Str.,Schlangenbader Str. 94,52.4766333,13.3084887,osm
1720,Schliemannstr. 40,Schliemannstr. 40,52.5419506,13.4177127,osm
1069,Schloßstr. 113,Schloßstr. 113,52.4618255,13.3257034,osm
1071,Schloßstr. 14/ Ecke Schildhorn,Schloßstr. 14,52.5154804,13.296004,osm
1423,Hindenburgdamm 96,Hindenburgdamm 96,52.44019515,13.315887320241805,osm
1310,Schloßstr. 49/ Grenzburgstr.,Schloßstr. 49,52.45412515,13.317068627136395,osm
1424,Schloßstr. 49/50,Schloßstr. 49,52.45412515,13.317068627136395,osm
1425,Schloßstr. 51/52,Schloßstr. 51,52.4539577,13.3165231,osm
823,Schloßstr. 6/Markelstr.,Schloßstr. 6,52.4636049,13.3268301,osm
1162,Schloßstr. 70/ Sammlung Scharf-Gerstenberg,Schloßstr. 70,52.5192239,13.2971723,osm
1061,"Schloßstr. 88, Rückfront und Gartenhaus","Schloßstr. 88 , Rückfront und Gartenhaus",52.4574835,13.3216079,osm
1059,"Schloßstr. 90, Gartenhaus","Schloßstr. 90 , Gartenhaus",52.4579398,13.3219765,osm
1566,Schlüterstr. 38,Schlüterstr. 38,52.5020189,13.3166779,osm
148,Schlüterstr. 41,Schlüterstr. 41,52.5000071,13.3164178,osm
1568,Schlüterstr. 49 oder 50,Schlüterstr. 49,None,None,osm
177,"Schlüterstr. 62/Kantstr. 137, Seniorenheim",Schlüterstr. 62,52.5058007,13.3179565,osm
1163,Schlüterstr. 69/Ecke Pestalozzi,Schlüterstr. 69,52.5078087,13.3181362,osm
261,Schmargendorfer Str. 23/23 a,Schmargendorfer Str. 23,52.4713979,13.3303979,osm
1247,Schmiljanstr. 1,Schmiljanstr. 1,52.4710161,13.3289344,osm
1165,Schmiljanstr. 21/ Ecke Handjerystr.,Schmiljanstr. 21,52.4699685,13.3313607,osm
1164,Schmiljanstr. 23,Schmiljanstr. 23,52.4701929,13.3308107,osm
1498,Schmiljanstr. 27-28,Schmiljanstr. 27,52.4693441,13.3319039,osm
1633,Schmiljanstraße 21,Schmiljanstraße 21,52.4699685,13.3313607,osm
525,Schöneberger Str. 10,Schöneberger Str. 10,52.4640479,13.3310943,osm
527,Schöneberger Str. 10/Holsteinische Str./Peschkestr.,Schöneberger Str. 10,52.4640428,13.3311615,osm
819,Schöneberger Str. 14,Schöneberger Str. 14,52.4645273,13.3298271,osm
722,Schöneberger Str. 4,Schöneberger Str. 4,52.4641135,13.3301423,osm
723,Schöneberger Str. 5,Schöneberger Str. 5,52.4640739,13.3303905,osm
1089,Schöneberger Str. 7a / Ecke Feuerbachstr.,Schöneberger Str. 7a,52.4638578,13.3310323,osm
524,Schöneberger Str. 9,Schöneberger Str. 9,52.464022,13.3313237,osm
662,Schönhauser Str. 16b,Schönhauser Str. 16b,52.4599612,13.3355378,osm
1668,Schönhauser Str. 20-20A/Sachsenwaldstr. 19,Schönhauser Str. 20,52.4632231,13.3350055,osm
685,Schönhauser Str. 16/Lauenburger Str. 34,Schönhauser Str. 16,52.4596089,13.3355363,osm
1448,"Schönower Str. 3, Gartenhaus","Schönower Str. 3 , Gartenhaus",52.4292985,13.2583384,osm
971,"Schönower Str. 8, Droste-Hülshoff-Gymnasium","Schönower Str. 8 , Droste-Hülshoff-Gymnasium",52.4284066,13.257739954164332,osm
138,Schorlemerallee 1,Schorlemerallee 1,52.4663655,13.3069923,osm
1721,Schrammstr. 5,Schrammstr. 5,52.4820345,13.3229496,osm
1724,Schrammstr. 5,Schrammstr. 5,52.4820345,13.3229496,osm
1718,Schulstraße 13,Schulstraße 13,52.5880562,13.2818342,osm
1881,"Schulze-Boysen-Str. 12, Mildred-Harnack-Schule",Schulze-Boysen-Str. 12,52.5113273,13.481531,osm
145,Schulzestr. 2,Schulzestr. 2,52.56554835,13.393874238658569,osm
1349,Schützenstr. 10,Schützenstr. 10,52.454132,13.323364699230606,osm
1524,Schützenstr. 5,Schützenstr. 5,52.5084898,13.391317,osm
946,Schützenstr. 54/Albrechtstr. 12,Schützenstr. 54,52.4550501,13.3249927,osm
951,Schützenstr. 7,Schützenstr. 7,52.4544874,13.3238828,osm
614,Schwäbische Str. 13/Grunewaldstr. 21,Schwäbische Str. 13,52.4902582,13.3515027,osm
473,"Schwäbische Str. 5-8, Schule",Schwäbische Str. 5,52.4900268,13.3518121,osm
474,Schwäbische Str. 6 a/7,Schwäbische Str. 6 a,52.489845,13.3520733,osm
1656,"Schwalbacher Str. 3-4, Rheingau-Gymnasium",Schwalbacher Str. 3,52.4709299,13.3222435,osm
603,Schwiebusser Str. 10-11/Fidicinstr. 13-14,Schwiebusser Str. 10,52.485902,13.3874896,osm
1114,Sedanstr. 14,Sedanstr. 14,52.4488482,13.3328559,osm
1115,Sedanstr. 16,Sedanstr. 16,52.4476566,13.3319599,osm
670,Sedanstr. 25,Sedanstr. 25,52.4455912,13.3304688,osm
1096,Sedanstr. 3,Sedanstr. 3,52.45095585,13.334610583354996,osm
1241,Sedanstr. 4,Sedanstr. 4,52.4507861,13.3344618,osm
1472,Sedanstr. 41,Sedanstr. 41,52.4505298,13.3348399,osm
1242,Sedanstr. 42/43,Sedanstr. 42,52.450678,13.3349625,osm
1113,Sedanstr. 8,Sedanstr. 8,52.4498324,13.3337091,osm
1928,"Seesener Str. 27/26, 28/27",Seesener Str. 27,52.4959415,13.2923164,osm
258,Seesener Str. 73,Seesener Str. 73,52.4889852,13.3010528,osm
1601,Seestr. 44A,Seestr. 44A,52.5500583,13.3520759,osm
755,Selerweg 29,Selerweg 29,52.4546478,13.3350701,osm
1858,Selerweg 31,Selerweg 31,52.4545721,13.3354337,osm
1129,Selerweg 40,Selerweg 40,52.4538317,13.336902,osm
1745,Sembritzkistr. 18,Sembritzkistr. 18,52.4513192,13.3504961,osm
1230,Sembritzkistr. 29a/29b,Sembritzkistr. 29a,52.4535001,13.3520327,osm
1462,Sembritzkistr. 35,Sembritzkistr. 35,52.454045,13.3530266,osm
1372,Sembritzkistr. 38,Sembritzkistr. 38,52.4542714,13.3540503,osm
1399,Sembritzkistr. 38,Sembritzkistr. 38,52.4542714,13.3540503,osm
234,Semperstr. 3,Semperstr. 3,52.4713637,13.3414076,osm
218,Sentastr. 4/Cosimaplatz,Sentastr. 4,52.4758186,13.3298673,osm
1897,"Sewanstr. 184, Bernhard-Grzimek-Grundschule",Sewanstr. 184,52.49521275,13.511798261260443,osm
1685,"Seydlitzstr. 30-34, Paul-Schneider-Grundschule",Seydlitzstr. 30,52.43062435,13.34033283955958,osm
1322,Seydlitzstr. 6/ und Seydlitzstr. 8,Seydlitzstr. 6,52.4331894,13.336330506037315,osm
1637,Sibyllenstr. 4,Sibyllenstr. 4,52.4359097,13.3439628,osm
1617,Sibyllenstraße 17/19,Sibyllenstraße 17,52.436066499999995,13.341985121542615,osm
1055,Siegertweg 14,Siegertweg 14,52.4732568,13.3816808,osm
1054,"Siegertweg 4,6",Siegertweg 4,52.4731754,13.3822243,osm
1130,Siemensstr. 18,Siemensstr. 18,52.444302,13.33713687959211,osm
1623,Siemensstr. 27,Siemensstr. 27,52.44290405,13.3330481,osm
1117,Siemensstr. 44,Siemensstr. 44,52.44010165,13.328206964960144,osm
989,Sigmaringer Str. 34/35,Sigmaringer Str. 34,52.4882353,13.3193173,osm
988,Sigmaringer Str. 36/37,Sigmaringer Str. 36,52.4878372,13.3192997,osm
79,Silbersteinstr. 23,Silbersteinstr. 23,52.4670769,13.4384956,osm
1023,Sodener Str. 11,Sodener Str. 11,52.4719899,13.3039169,osm
1024,Sodener Str. 14,Sodener Str. 14,52.4718947,13.3042751,osm
35,Sodener Str. 15-17,Sodener Str. 15,52.4717758,13.3041125,osm
1510,Sodener Str. 20/ Ecke Wiesbadener 58,Sodener Str. 20,52.4724079,13.3043349,osm
1025,Sodener Str. 4b,Sodener Str. 4b,52.4711283,13.30418,osm
1937,Söhtstr. 6a,Söhtstr. 6a,52.43755845,13.309934846926607,osm
712,Sömmeringstr. 35,Sömmeringstr. 35,52.5247981,13.3057662,osm
711,Sömmeringstr. 37,Sömmeringstr. 37,52.5249624,13.305771,osm
710,Sömmeringstr. 39,Sömmeringstr. 39,52.5251337,13.305776,osm
1009,Sophie-Charlotten Str. 58,Sophie-Charlotten Str. 58,52.5097202,13.2891126,osm
1008,Sophie-Charlotten-Str. 54/53,Sophie-Charlotten-Str. 54,52.5107366,13.2887983,osm
1010,Sophie-Charlotten-Str. 59-60/Ecke Wundt,Sophie-Charlotten-Str. 59,52.5103918,13.289241,osm
64,Spessartstr. 10 b,Spessartstr. 10 b,52.4757951,13.3169231,osm
39,Spessartstr. 13,Spessartstr. 13,52.474691,13.3148008,osm
88,Spessartstr. 4,Spessartstr. 4,52.4765543,13.3181957,osm
189,"Spielhagenstr. 6, gegenüber Rückfront Finanzamt","Spielhagenstr. 6 , gegenüber Rückfront Finanzamt",52.5129841,13.3034647,osm
513,Spilstr. 2-10/Lentzeallee 105-107/Breitenbachplatz,Spilstr. 2,52.4666742,13.3059116,osm
268,Sponholzstr. 35,Sponholzstr. 35,52.4720809,13.3406263,osm
1645,Sponholzstr. 42,Sponholzstr. 42,52.4731679,13.3406705,osm
839,Sponholzstr. 56,Sponholzstr. 56,52.4754637,13.3406886,osm
1615,"Sponholzstraße 34, 12159 Berlin",Sponholzstraße 34,52.4719001,13.3406189,osm
1667,Steglitzer Damm 16,Steglitzer Damm 16,52.4508144,13.3386753,osm
952,Steglitzer Damm 16,Steglitzer Damm 16,52.4508144,13.3386753,osm
1240,Steglitzer Damm 19,Steglitzer Damm 19,52.4511175,13.339497,osm
1102,Steglitzer Damm 34,Steglitzer Damm 34,52.4504432,13.3415715,osm
1443,Steglitzer Damm 40,Steglitzer Damm 40,52.4504132,13.3419835,osm
1396,Steglitzer Damm 78,Steglitzer Damm 78,52.449304,13.3501778,osm
703,Steglitzer Damm 84/Denkstr. 9,Steglitzer Damm 84,52.4490884,13.3510633,osm
663,Steglitzer Damm 96,Steglitzer Damm 96,52.4470882,13.3603733,osm
284,Steinmetzstr. 36 a,Steinmetzstr. 36 a,52.4919462,13.362286,osm
765,Steinstr. 13,Steinstr. 13,52.4530046,13.3380955,osm
690,Steinstr. 21,Steinstr. 21,52.4534489,13.3355933,osm
691,Steinstr. 22,Steinstr. 22,52.4535281,13.3352962,osm
1128,Steinstr. 24,Steinstr. 24,52.453655,13.3348051,osm
692,Steinstr. 25,Steinstr. 25,52.4537044,13.3346006,osm
693,Steinstr. 5,Steinstr. 5,52.4532682,13.3351971,osm
1110,Stephanstr. 1,Stephanstr. 1,52.4468001,13.3433233,osm
740,Stephanstr. 26,Stephanstr. 26,52.4469559,13.345788,osm
674,Stephanstr. 33,Stephanstr. 33,52.4470678,13.3434588,osm
1178,Sterkrader Str. 38/Ecke Bernauer Str.,Sterkrader Str. 38,52.5754201,13.285576,osm
1179,Sterkrader Str. 43/Bottroper Weg 4,Sterkrader Str. 43,52.5761869,13.2846272,osm
1177,Sterkrader Str. 45F,Sterkrader Str. 45F,52.5772537,13.2833842,osm
1572,Sterndamm 66a,Sterndamm 66a,52.4516846,13.5092706,osm
831,Stierstr. 2,Stierstr. 2,52.4744295,13.3376999,osm
262,Stierstr. 3,Stierstr. 3,52.4746879,13.3376887,osm
386,Stierstr. 6,Stierstr. 6,52.4753686,13.3377485,osm
263,Stierstr. 7/Hähnelstr. 15 a,Stierstr. 7,52.475781,13.3377103,osm
264,Stierstr. 8-9,Stierstr. 8,52.4746747,13.3375052,osm
696,Stindestr. 11,Stindestr. 11,52.44738,13.3394987,osm
667,Stindestr. 2,Stindestr. 2,52.4460089,13.3379125,osm
743,Stindestr. 27-29,Stindestr. 27,52.4455844,13.3370697,osm
669,Stindestr. 28,Stindestr. 28,52.4474257,13.3388472,osm
741,Stindestr. 29,Stindestr. 29,52.4472502,13.3386733,osm
665,Stindestr. 33 a - d,Stindestr. 33 a - d,52.448582,13.3407338,osm
666,"Stindestr. 5, 6, 8, 9, 10",Stindestr. 5,52.4464064,13.33835,osm
697,Stindestr. 5/6,Stindestr. 5,52.4464064,13.33835,osm
695,Stindestr. 9,Stindestr. 9,52.4471306,13.3393437,osm
550,Stormstr. 5 / Ecke Reichstr. 4,Stormstr. 5,52.5111825,13.2702224,osm
551,Stormstr. 4,Stormstr. 4,52.5114948,13.2703714,osm
1722,Straße am Flugplatz 4,Straße am Flugplatz 4,52.43701635,13.506321211989654,osm
1432,Straße am Schoelerpark 10 / Schoelerpark,Straße am Schoelerpark 10,52.4841985,13.3252558,osm
28,Stresemannstr. 34,Stresemannstr. 34,52.5007288,13.387419,osm
