web_id,db_strasse_original,db_strasse,original_used,cleaned,flag_has_comma,flag_has_slash,flag_has_range,flag_multiple_numbers,flag_multiple_streets,flag_kept_text_after_number,plz,ort,beschreibung
672,,Albrechtstr. 14/14 a,Albrechtstr. 14/14 a,Albrechtstr. 14,0,1,1,0,1,0,12167,Berlin,"2015: Nr. 14 a (Eingang Seitenstraße der Albrechtstr.): Einflüge Sperlinge 3. OG Balkon und rechts unter Dach
2014: zusätzlich Sperlingseinflug an bestehender Einrüstung unter einen Dachziegel am Haus Nr. 14  an der Ecke zur Hausnummer 14 a am 20.11.14
2010: Sperlinge direkt am Fallrohr in Mauerwerksnische"
1003,,Albrechtstr. 30-32,Albrechtstr. 30-32,Albrechtstr. 30,0,0,1,1,0,0,12167,Berlin,2013 Es halten sich überall Sperlinge auf. Fledermaus hofseitig an 31.
1585,,"Albrechtstr. 5-10, Haltestelle Siemens-/Halskestr., Hofseite Liliencro","Albrechtstr. 5-10, Haltestelle Siemens-/Halskestr., Hofseite Liliencro",Albrechtstr. 5,1,1,1,1,1,0,12165,Berlin,"2009: Albrechtstr. 5-10 (Haltestelle Siemens-/Halskestr) Hofseite des Hauses Liliencronstr.
mind. 1 Niststätte (Einflüge 26.6.09 sowie Anflüge gesichtet)// Nr. 5: mittig unterm Dachvorsprung, Nr. 6: rechts, Nr. 9: mittig, Nr. 10: zum Regenrohr hin, Nr. 8 zum Regenrohr hin"
589,,Albrechtstr. 5/Reinhardtstr. 23,Albrechtstr. 5/Reinhardtstr. 23,Albrechtstr. 5,0,1,0,0,1,0,10117,Berlin,"2010 Eckhaus, Sperlinge überall unter Metallverblendungen, zum Beispiel am Fenster der ersten Etage 2x, in Front zur Albrechtstr."
1455,,Albrechtstr. 79 + 79a,Albrechtstr. 79 + 79a,Albrechtstr. 79,0,0,0,1,0,0,12167,Berlin,Einflüge hinter dem Fallrohr der Regenrinne
706,,"Albrechtstr. 81, Ev. Gemeindehaus Markus","Albrechtstr. 81, Ev. Gemeindehaus Markus",Albrechtstr. 81,1,0,0,0,0,0,12167,Berlin,"2010: Mauersegler treppen-förmige Traufe rechts, unterste Kante
ev. weiterer Einflug zweite ""Treppe"", nicht genau erkennbar, 4x im Flug (Park!)"
1879,,"Alfred-Jung-Str. 19, Schule am Fennpfuhl","Alfred-Jung-Str. 19, Schule am Fennpfuhl",Alfred-Jung-Str. 19,1,0,0,0,0,0,10369,Berlin,"Sanierung: Schule am Fennpfuhl, Förderschule am Fennpfuhl

2018-05: Ersatznisthilfen an Seitenfronten Hauptgebäude, Niststätten HS und Blaumeise an Sporthalle
"
1388,,Allmendeweg 83 - 123,Allmendeweg 83 - 123,Allmendeweg 83,0,0,1,1,0,0,13509,Berlin,"div. Ersatzmaßnahmen nach Sanierung: Schweglerkästen für Mauersegler und Fledermäuse
"
167,,Alsenstr. 8/Feuerbachstr.,Alsenstr. 8/Feuerbachstr.,Alsenstr. 8,0,1,0,0,1,0,12163,Berlin,"2016: bestätigt
2011: 3x Sperlinge: 1x an der defekten Ziegelverkleidung Höhe dritte Etage, links von Haustür, sowie 2x Sperlinge unter Dachrinne Bereich über Haustür und etwas links.
2011 neu Mauersegler vorn in Richtung Brücke am Rundvorbau Ziegelübergang Dach 3. Etage links Mauersegler, daneben Sperlinge, an 2. Etage Fallrohr-Mauer Sperlinge
2006: 2x Sperlinge unter Dachrinne links vom Erker, auch hier viele MS-Anflüge"
1739,,"Alt-Britz 49 / circa, da Hausnummer nicht angegeben","Alt-Britz 49 / circa, da Hausnummer nicht angegeben",Alt-Britz 49,1,1,0,0,1,0,12359,Berlin,"2018: sog.""Altneubauten"" mit Rauhputz und Dachrinnenstruktur, am Giebel Ziegelabschluss, dort rechts 2x Sperlinge, Sperlinge halten sich zahlreich auf der Dachrinne auf, Reviergesang."
653,,Alt-Lankwitz 77/78,Alt-Lankwitz 77/78,Alt-Lankwitz 77,0,1,1,0,1,0,12247,Berlin,"2021-06: Kontrolle Altdaten: die Schwalbennester sind leider nicht mehr vorhanden (Fotos vorhanden)

2009-07: Mehlschwalben 2 Nester + div. angefangene Nester"
494,,"Alt-Mariendorf 43, Rückseite Rudolf-Hildebrandt-Grundschule","Alt-Mariendorf 43, Rückseite Rudolf-Hildebrandt-Grundschule",Alt-Mariendorf 43,1,0,0,0,0,0,12107,Berlin,"2009-06: Links neben mittleren Pausenhofausgang 2x Mauersegler unter Dachrinne, dazu viele Anflüge an anderen Stellen"
1678,,"Alt-Tempelhof 53-57, Schule am Berlinickeplatz","Alt-Tempelhof 53-57, Schule am Berlinickeplatz",Alt-Tempelhof 53,1,0,1,1,0,0,12103,Berlin,"Schule am Berlinickeplatz (ISS und Abendschule; Nachkriegsbau)

05-18: Sporthalle: einige Nester (wahrscheinlich Haussperlinge, Foto 3), an der Hausfront der Schule Nester und Kotspuren (ebenso wie in Kastanie und Esche vor der Schule, Foto 4-6), wahrscheinlich Haussperlinge, Ostfassade: überwiegend mit Wein bewachsen, nicht zugänglich
"
103,,Alvenslebenstr. 12-12 a/Kulmer Str.,Alvenslebenstr. 12-12 a/Kulmer Str.,Alvenslebenstr. 12,0,1,1,1,1,0,10783,Berlin,"2012: dito Vorjahre
2010: Segler wie Skizze von 2005, Sperlinge viele verteilt
2007: wie unten, weitere Sperlingspaare, Segler ges. 8 Einflugstellen
2005: 5 Mauersegler und 2 Sperlinge, alle unter einer Dachverblendung, die nach unten auf die Hauswand gezogen ist, Position laut Skizze
(so ähnlich wie Cunostr.--Niststätten)"
1875,,"Am Breiten Luch 19 und 17, Schule am Breiten Luch","Am Breiten Luch 19 und 17, Schule am Breiten Luch",Am Breiten Luch 19,1,0,0,1,0,0,13053,Berlin,"Schule Am Breiten Luch (Grundschule, Sekundarschule, Förderschule)

2018-05:
Haupt-Schulgebäude Nr.19: Haussperlinge am Hauptgebäude, Ersatzkästen am HG
Mehrzweckgebäude Nr. 17: keine Sperlinge und Mauersegler am Mehrzweckgebäude festgestellt"
1527,,Am Eichgarten 15/16a/Weverpromenade,Am Eichgarten 15/16a/Weverpromenade,Am Eichgarten 15,0,1,1,0,1,0,12167,Berlin,"2016-03: 4 Ersatznistkästen sind angebracht.

2015-10: keine Ersatzmaßnahmen ersichtlich!

2014: Fassadensanierung! Nistplätze verschlossen.
Sperlinge in 3 Spechtlöchern der Fassadendämmung."
1112,,Am Fenn 23-24,Am Fenn 23-24,Am Fenn 23,0,0,1,1,0,0,12167,Berlin,"2021-03: Sanierung geplant (?)
2013-06: Sperlinge mehrere Einflüge unter Dach"
399,,Am Großen Wannsee 28-30,Am Großen Wannsee 28-30,Am Großen Wannsee 28,0,0,1,1,0,0,14109,Berlin,"Über Parterre Verschalung, dort 2x darunter Sperlinge"
596,,"Am Tempelhofer Berg 8, Hofseite Mehringdamm 95-97","Am Tempelhofer Berg 8, Hofseite Mehringdamm 95-97",Am Tempelhofer Berg 8,1,0,1,1,0,0,10965,Berlin,"2010-06: zur Position: Häuser liegen gegenüber des Hauses Nr. 8 Am Tempelhofer Berg. Auf der Straßenseite mit den hier angegebenen Einflügen gibt es keine Hausnummern, die Häuser sind die Rückfronten der Häuser zum Mehringdamm. Es gibt ab und zu Hintereingänge. Etliche Sperlinge und an der rechten Hausseite an einem kaputten Dachteil 1x Mauersegler, dürfte zur Nr. 95 gehören."
1392,,Am Tierpark 125/Tierpark,Am Tierpark 125/Tierpark,Am Tierpark 125,0,1,0,0,1,0,10319,Berlin,"2021-04: Ersatzkästen (Mauerseglerkästen) an der westlichen Gebäudeseite des Giraffenhaus

2015 Rauchschwalbennester: im Dickhäuterhaus des Tierparks, im Futtergang, im Ostteil des Hauses"
1842,,"An den Achterhöfen 13, Christoph-Ruden-Grundschule","An den Achterhöfen 13, Christoph-Ruden-Grundschule",An den Achterhöfen 13,1,0,0,0,0,0,12349,Berlin,"Schulsanierung: Christoph-Ruden-Grundschule

2019-08: Bild 1 An der Südseite des Schulgebäudes ein angebrachter Nistkasten für 3 Nester-einer mit sichtbaren Nistmaterial.
Bild 2 Innenhof Schulgebäude Südwestliche Richtung unter der Metallverwahrung des Flachdaches sichtbares Nistmaterial von mindestens 4 Nestern. Warscheinlich Haussperlingen.Über Seiteneingang mit Kunstplastik.
Fotos stehen zur Verfügung"
1878,,"Anton-Saefkow-Platz 5, Sporthalle","Anton-Saefkow-Platz 5, Sporthalle",Anton-Saefkow-Platz 5,1,0,0,0,0,0,10369,Berlin,"Sporthalle am Anton-Saefkow-Platz

2018-05: Sperlinge und Stare mehrmals am Gebäude suchend gesehen, auch mit Nistmaterial. Sperlinge in angrenzendem Buschwerk. Kein Gutachter. Der zuständige Leiter will zwei Nistkästen anbringen.
"
590,,Antwerpener Str. 8/Brüsseler Str. 43,Antwerpener Str. 8/Brüsseler Str. 43,Antwerpener Str. 8,0,1,0,0,1,0,13353,Berlin,"2010 Meldung von Anwohnern, Vorortbesichtigung, in Front zu Brüsseler Str.: Über dem Balkon oberster Etage in Mauerloch unter Dach 1x Mauersegler, dann noch zwischen Ecke und Balkon ebenfalls in Mauerlöchern dicht nebeneinander 2x Mauersegler, in Front zur Antwerpener Str. ebenfalls 1x Mauersegler und viele Sperlinge. Nach Angaben der Leute gibt es auch ab Herbst Einflüge von Fledermäusen in Löcher an der Ecke des Hauses // Fotos einmal vom Balkon aus und von unten"
478,,Apostel-Paulus-Str. 18/Salzburger Str. 9,Apostel-Paulus-Str. 18/Salzburger Str. 9,Apostel-Paulus-Str. 18,0,1,0,0,1,0,10825,Berlin,"2021-05: Fassadenbegrünung, Haussperlinge, Amseln, Stare, Stieglitze; konkretes Sperlingsnest am Eck-Erker Straßenkreuzungen, 2. Stock, rechtes Fenster, oben in Mauerspalt (Foto vom Nest)

2009-06: Fassadenbegrünung, darin viele Sperlinge und 1x Grünfink gesehen"
891,,Archivstr. 3 a/Peter-Lenné-Str.,Archivstr. 3 a/Peter-Lenné-Str.,Archivstr. 3,0,1,0,0,1,0,14195,Berlin,"2012 1x Sperlinge unter Dachrinne Ecke, weitere Brutspuren links und rechts von Ecke"
1777,,"Arnimallee 25, Museum Europäischer Kulturen MEK","Arnimallee 25, Museum Europäischer Kulturen MEK",Arnimallee 25,1,0,0,0,0,0,14195,Berlin,"2025-05: Einflug Haussperling 2. Säule von rechts, Höhe Querstreben, Jungvögel zu hören
2025-04: Gebäudeseite Takustraße: 4. Säule von rechts, Höhe Querstreben, Einflug Haussperling, starke Rufe der Jungen an der Niststätte und auch von weiter oben bei einer weiteren Niststätte

bis 2024 inkl.: Spatzeneinflüge

2021-04/05: Beobachtung von der Takustraße aus: diverse Einflüge bestätigt

2019-05/06: Beobachtungen bestätigt von anderem Melder, weitere Beobachtungen durch beide Melder: zahlreiche Einflüge von Sperlingen, Niststätten über die ganze Hausseite der Fabeckstraße und vor allem der Hausseite in der Takustraße

2019-04: Einflüge Haussperlinge beobachtet

2018-06: Einflüge Haussperlinge an mehreren Stellen des Gebäudes sowohl von der Fabeckstraße als auch von der Lansstraße aus gesehen (div. Fotos mit Markierungen)"
577,,Aschaffenburger Str. 93/Prager Platz 6,Aschaffenburger Str. 93/Prager Platz 6,Aschaffenburger Str. 93,0,1,0,0,1,0,10779,Berlin,"2010 altes Haus, an rechter Hausgrenze zum Prager Platz 6 Fallrohr-Mauernischen, hier in jeder Etage Einflüge, etwa in Position senkrechte Mitte Fenster: 3. und 4. Etage Mauersegler, alle anderen Etagen Sperlinge."
440,,Aßmannshauser Str. 12 a,Aßmannshauser Str. 12 a,Aßmannshauser Str. 12,0,0,0,0,0,0,14197,Berlin,"Brandmauer Ziegel Seitenfront zur Gartenanlage, dort im oberen Drittel linke Seite 2x Stare und 2x Sperlinge in Mauerlöchern
Foto"
45,,Aßmannshauser Str. 13/Rüdesheimer Str.,Aßmannshauser Str. 13/Rüdesheimer Str.,Aßmannshauser Str. 13,0,1,0,0,1,0,14197,Berlin,"2010: Sperlinge an der Holzverkleidung/Grenze Ziegel der beiden Giebel in Front zur Aßmannshauser, 7x Sperlinge linker Giebel: linke Seite unten an Dachrinne, ca. 1m von Dachrinne, ca. 1 m von Giebelfirst, ca. Mitte rechte Seite. Rechter Giebel: linke Seite etwa Mitte und ca. 1m von First, rechte Seite ca. 1m von First. - viele Sperlinge dort.

2008:nicht nur am rechten Giebel wie seit 2004 Sperlinge, sondern auch am linken Giebel, links unten an Mauergrenze 1x Sperlinge, und am linken Giebel linke Seite etwa Mitte unter Ziegeln auch 1x Sperlinge
2006: dito
2004: in der Mitte des rechten Giebels unter Ziegel 1x Sperlinge"
1908,,"Atzpodienstr. 19, Schule auf dem lichten Berg","Atzpodienstr. 19, Schule auf dem lichten Berg",Atzpodienstr. 19,1,0,0,0,0,0,10365,Berlin,"Schule auf dem lichten Berg (Nachkriegsbau)

2018-04: Hauptgebäude saniert, Meise: in Hof der alten Sporthalle und möglicherweise in den  Jalousienkästen

Hauptgebäude: Sperlinge und Meisen nisten an Vorder- und Rückseite, Sperlinge nisten an alter Sporthalle
"
1512,,Auguste-Viktoria Str. 55 / Ecke Berkaer Str. 6,Auguste-Viktoria Str. 55 / Ecke Berkaer Str. 6,Auguste-Viktoria Str. 55,0,1,0,0,1,0,14199,Berlin,"2015 6x Sperlinge unter Ziegeleckreihen und unter Ziegelabschluss an Dachrinne in Front zur Berkaer und 3x in Front zur Auguste-Viktoria-Str. auch an Berkaer 4, 5,selbe Struktur
siehe auch Eintrag Berkaer 6"
91,,Auguste-Viktoria-Str. 62/Kissinger Str.,Auguste-Viktoria-Str. 62/Kissinger Str.,Auguste-Viktoria-Str. 62,0,1,0,0,1,0,14199,Berlin,"2020-06: Mauersegler rufend aus Mauerspalte (ungefährer Ort s. Foto); mehrere Anflüge (viele Mauersegler vor Ort, siehe auch Auguste-Viktoria-Str. 64)

2007: dieses Haus steht leer und wird angeboten, im Haus scheint es aber noch irgendwelche Aktivitäten zu geben. Die Nebenhäuser in der Auguste-Viktoria sind bewohnt. Im ganzen Komplex sind offenbar viele Niststätten, 
die Pfeile oben von links nach rechts:
1) oberstes Fenster, Jalousiekasten, 1x Sperlinge
2) ca. 1m von linker Kante unter Dachrinne 1x Mauersegler
3) Loch in Holzverschalung, 1x Sperlinge
4) oberstes Fenster, erstes Fenster nach Knick im Jalousiekasten 1x Mauersegler
1= Fenster Jalousiekästen, 2. Etage Mauersegler, 3. Etage Sperlinge
2= Fenster Jalousiekästen, 2. Etage Sperlinge
3= Fenster Jalousiekästen, 2. Etage Mauersegler
4= Fenster Jalousiekästen, 2. Etage Etage Sperlinge
5= Fenster Jalousiekästen, 2. Etage Mauersegler
6= Fenster Jalousiekästen, 2. und 3. Etage Mauersegler
7= Dachrinne am Fallrohr 1x Mauersegler
8= Fenster Jalousiekästen, 3. Etage Mauersegler
9= Fenster Jalousiekästen, 3. Etage Mauersegler
10= Fenster Jalousiekästen, 3. Etage (mittleres Fenster Balkon) Mauersegler"
230,,"Auguststr. 23/24, Clärchens Ballhaus","Auguststr. 23/24, Clärchens Ballhaus",Auguststr. 23,1,1,1,0,1,0,10117,Berlin,"2025-05: leider kein Zugang zum Hof von Clärchen Ballhaus, Nachkontrolle im Juni

2006-07: Clärchens Ballhaus und links und rechts daneben 1x (? oder mehr) Mauersegler an Brandmauer linke Seite Clärchens Ballhaus (Hausgrenze zur Nr. 25) – konnte die genaue Stelle nicht sehen, nur dass die anfliegenden Vögel dort ""verschwunden"" sind, und dass Vögel von dort wieder auftauchten.
Außerdem in der ganzen Ecke viele Anflüge und überall Sperlinge, auch in Löchern in Mauern usw."
232,,"Auguststr. 54 und 57, Hinterhöfe","Auguststr. 54 und 57, Hinterhöfe",Auguststr. 54,1,0,0,1,0,0,10117,Berlin,"2025-05: Gebäude ist noch unsaniert, Nachkontrolle im Juni

2006-07: (Lage zwischen Kleiner Auguststr. und Koppenplatz) unter den Dachverblendungen der Brandmauern und an Dachrinnen, soweit vorhanden, überall Sperlinge und viele Mauersegleranflüge"
231,,"Auguststr. 65, ev. verlorener Standort","Auguststr. 65, ev. verlorener Standort",Auguststr. 65,1,0,0,0,0,0,10117,Berlin,"2025-05: sieht relativ frisch saniert aus, Bewuchs an Brandmauer zum Spielplatz teilweise entfernt, keine Einflüge

2006-07: unter Dachfensterverblendung verteilt 3x Sperlinge, viele Mauersegleranflüge"
229,,"Auguststr. 75, Standortverlust durch Dachausbau","Auguststr. 75, Standortverlust durch Dachausbau",Auguststr. 75,1,0,0,0,0,0,10117,Berlin,"2025-05: Kontrolle: Dachgeschoss ausgebaut, keine Einflüge

2006-07: Haus gegenüber Heckmann-Höfen, wird innen ausgebaut, aber kein Gerüst, Dach wird (sicherlich) noch gemacht. 2x Sperlinge links unter Dachrinne."
303,,Babelsberger Str. 3/Prinzregentenstr. 78/Berliner Str. 160,Babelsberger Str. 3/Prinzregentenstr. 78/Berliner Str. 160,Babelsberger Str. 3,0,1,0,0,1,0,10715,Berlin,"2007: hierzu gibt es noch eine Skizze, für den Gebäudekomplex Prinzregenten 78, Berliner Str. 160/159, Babelsberger Str. 3, 3a, die unten skizzierten Linien beschreiben den Verlauf der Mauerfronten. Wenn man die Einfahrt an der Prinzregentenstr. reingeht, sieht man dann links liegend auf eine Brandmauer, dort 3x Sperlinge in Ziegellöchern. Von hier aus auch viele Anflüge, offenbar an diesselben Stellen wie oben beschrieben, leider durch Zaunbegrenzung im Hof nicht einsehbar."
294,,Babelsberger Str. 5/6,Babelsberger Str. 5/6,Babelsberger Str. 5,0,1,1,0,1,0,10715,Berlin,"2007: Zwischen den Nummern 5 und 6 gibt es eine Einfahrt, im Hinterhof eher rechte Seite Seitenflügel alte Dachstrukturen, dort viele Anflüge und Sperlinge. Ebenso an der Hofseite der Nummer 5 - habe zwar keine Einflüge gesehen, war auch schon Ende Juli."
634,,Badensche Str. 8-8b/Kufsteiner Str. 15-19,Badensche Str. 8-8b/Kufsteiner Str. 15-19,Badensche Str. 8,0,1,1,1,1,0,10825,Berlin,"Häuserkomplex: Bozener Str. 9 - 13/14, Meraner 18 - 20 a, Badensche 8, 8 a, 8 b, Kufsteiner 15 - 19

2021-05: update: noch genau so bei Sperlingen, keine Mauersegleranflüge

2013-07: Badensche Str. 8b: an linker Hausseite Sperlinge unter Dachverblendung

2010-06: Bozener Str. 9 - 13/14, Meraner 18 - 20 a, begrüntes großes Hofkarree, entsprechend Foto an den Brandmauern etliche Sperlinge, siehe Foto, diese Gebäude dürften die Rückfront der Bozener Str. 13/14 sein, Sperlinge auch an Hinterfront Kufsteiner Str. - sehr viele Vögel und auch Mauersegleranflüge"
1153,,Badensche Str. 24/Landhaus 22/Berliner 150/151,Badensche Str. 24/Landhaus 22/Berliner 150/151,Badensche Str. 24,0,1,1,0,1,0,10715,Berlin,"2013 sehr viele Sperlinge, in Spalte über den Parterrefenstern, in erster Linie in Front zur Landhausstr., einige auch in Front zur Badenschen str. 24 und überall verteilt unter Verblendung der Fenster"
8,,Bahnhofstr. 45 A,Bahnhofstr. 45 A,Bahnhofstr. 45,0,0,0,0,0,0,12555,Berlin,"2003 Mehlschwalben Haus war leer, wurde gerade renoviert, Berlin Köpenick, beim Spazierengehen entdeckt, Balkon 2. Etage am Wasserrohrknick"
1337,,Bahnhofstr. 1 a - c,Bahnhofstr. 1 a - c,Bahnhofstr. 1,0,0,0,0,0,0,12207,Berlin,"mind. 1 Nest unter Dachverblendung, s. Foto Nistmaterial und Einflugspuren erkennbar
"
1233,,Bahnstr. 6a-b,Bahnstr. 6a-b,Bahnstr. 6a,0,0,0,0,0,0,12277,Berlin,2014 2x Sperlinge unter Spitzdachkantenverkleidung
1473,,Barbarastr. 2/4/6,Barbarastr. 2/4/6,Barbarastr. 2,0,1,1,0,1,0,12249,Berlin,"Sperlinge im gesamten Dachbereich unter den Ziegeln, Mauersegler unter Dachrinnen, Einflüge + Kotspuren erkennbar, z.B. an H-Nr. 6 oben rechts. Unter Dachrinne auch Sperlinge => Nistmaterial erkennbar. Wohnungsbaugesellschaft DeGeWo."
1664,,"Barbarastr. 9, Beethoven-Gymnasium","Barbarastr. 9, Beethoven-Gymnasium",Barbarastr. 9,1,0,0,0,0,0,12249,Berlin,"Schulsanierung Beethovengymnasium

2019-05:  Neubau-Sanierung offensichtlich (weitgehend) abgeschlossen, am Neubau 6 künstliche Nistkästen mit je 3 Einfluglöchern für Spatzen angebracht. Diese sind auch bereits rege bewohnt - zahlreiche Ein- und Ausflüge - und es ist auch das Betteln von Jungvögeln zu hören.

2018-05: gestern habe ich am Beethoven-Gymnasium 3 Haussperlings-Bruten festgestellt, eine an der Frontseite an einer schadhaften Stelle unter dem Dach, und zwei am Gebäudeteil, welches gerade saniert wird (siehe Fotos anbei). Alle Eltern füttern. 
 
Interessant sind v.a. die 2 Bruten am dem aktuell sanierten Gebäudeteil. Ich war heute vormittag extra nochmal da, es wird auch jetzt gerade saniert, allerdings ohne großen Lärm oder sonstige Belästigungen. Es war kein Bauarbeiter zu sehen, es war aber erkennbar, dass gearbeitet wird, u.a. Malerarbeiten an der Außenfassade. Davon lassen sich die Eltern offensichtlich nicht stören. 
 
Sind das alte Niststätten, oder sind sie während der Sanierung entstanden? Und besteht die Gefahr, dass die Niststätten demnächst versiegelt werden, solange die Jungen noch drin sind??"
461,,Barbarossastr. 59/Barbarossaplatz 4,Barbarossastr. 59/Barbarossaplatz 4,Barbarossastr. 59,0,1,0,0,1,0,10781,Berlin,"und gesamter Hauskomplex
in der ganzen Gegend viele Anflüge und Sperlingsverkehr, im Haus teilweise Leerstand, Front zeigt zum Barbarossaplatz 4, Hauskomplex gehört teilweise zur Schwäbischen Str. ? // viele Anflüge, Haus stark renovierungsbedürftig"
919,,Barstr. 23/Wallenbergstr. 7,Barstr. 23/Wallenbergstr. 7,Barstr. 23,0,1,0,0,1,0,10713,Berlin,"2012 Sperlinge unter Dachrinne, Frontseite zur Barstr."
926,,"Barstr. 23-25/Wallenbergstr. 7, 9/Kahlstr.","Barstr. 23-25/Wallenbergstr. 7, 9/Kahlstr.",Barstr. 23,1,1,1,1,1,0,10713,Berlin,"2012 Viele Einflüge von Mauerseglern in das Hofkarre, viele Sperlinge, Hofkarree sehr grün. Konnte leider nur sehr kurz drin sein."
1907,,"Barther Str. 27, Schule im Ostseekarree","Barther Str. 27, Schule im Ostseekarree",Barther Str. 27,1,0,0,0,0,0,13051,Berlin,"Schule im Ostseekarree, Grundschule im Ostseekarree (Plattenbau)

2018-05: Keine Ersatznisthilfen an sanierter Sporthalle, Niststätten Sperlinge am Hort und Hauptgebäude, Ersatznisthilfen (belegt) am alten Hauptgebäude

ohne Datum: Keine Spatzen gesehen. Viele Nistkästen rund ums Haus. Hinteres Schulgebäude (ehemalige Platte?) wurde schon saniert

2018-04: Fertig



"
1260,,Bautzener Str. 16/17,Bautzener Str. 16/17,Bautzener Str. 16,0,1,1,0,1,0,10829,Berlin,2013: 1x Sperling Einflug 4. Etage am Fallrohr
972,,Bayerische Str. 25/Düsseldorfer Str.,Bayerische Str. 25/Düsseldorfer Str.,Bayerische Str. 25,0,1,0,0,1,0,10707,Berlin,"2012: in Front zur Düsseldorfer Str. ca. 30 cm von linker Ecke zur Düsseld. Mauersegler unter Dachrinne, viele Sperlinge am Haus"
